r;R;A;V
5.11;54.41;10976.38579;28044.66568
3.24;76.8;9823.493609;15914.05965
7.3;48.43;13957.16028;50943.63503
3.44;24.36;3308.22823;5690.152555
2.37;44.4;4154.234928;4922.768389
8.67;63.17;21621.69372;93730.04227
1.03;87.51;3558.399014;1832.575492
6.06;56.25;13457.2056;40775.33297
2.92;13.7;1579.294618;2305.770142
3.92;49.76;7700.628555;15093.23197
2.65;28.86;3019.2699;4000.532617
7.82;74.61;23033.69065;90061.73043
1.76;70.79;4918.631841;4328.39602
2.6;32.25;3310.265316;4303.344911
7.05;32.65;9087.24086;32032.52403
1.44;82.89;4712.207091;3392.789105
4.44;72.35;12681.81;28153.6182
5.2;41.55;8529.706908;22177.23796
1.54;68.53;4166.402176;3208.129676
1.77;31.29;2186.445046;1935.003865
5.02;60.13;11916.663;29910.82412
6.86;73.74;19970.41021;68498.50701
6.99;48.24;13312.02767;46525.5367
2.89;54.87;6260.262437;9046.079221
7.3;80.45;23185.08248;84625.55106
8.52;46.76;15728.01208;67001.33145
2.52;76.28;7588.762511;9561.840764
5.71;46.92;10576.78919;30196.73314
7.82;79.66;24592.73284;96157.58539
2.87;40.22;4557.049014;6539.365335
3.24;30.57;3910.210933;6334.541711
8.52;48.6;16346.90733;69637.82524
7.24;65.78;18801.48584;68061.37876
3.46;36.49;4984.363406;8622.948692
4.99;10.4;2048.77196;5111.68604
5.09;17.01;3418.076927;8699.005779
5.22;33.3;6862.375418;17910.79984
4.17;59.51;9796.833834;20426.39854
1.16;10.42;477.1835293;276.766447
4.14;10.12;1654.019367;3423.820089
7.26;25.62;7343.033049;26655.20997
7.71;88.16;26834.01735;103445.1369
1.66;53.98;3537.534671;2936.153777
1.72;74.94;5088.641698;4376.231861
4.62;54.34;9911.088322;22894.61402
4.16;39.8;6536.362646;13595.6343
6.45;42.85;10911.14375;35188.43861
2.27;84.58;7579.721953;8602.984417
5.37;78.14;16565.60987;44478.66251
6.89;13.5;3672.085013;12650.33287
1.19;43.6;2048.298219;1218.73744
6.07;28.69;6875.099312;20865.92641
2.5;32.29;3186.895261;3983.619076
5.27;31.1;6470.39421;17049.48874
2.95;34.99;4074.982004;6010.598456
3.01;49.13;5838.119717;8786.370174
3.35;38.22;5054.698155;8466.619409
8.83;46.44;16188.72521;71473.2218
3.38;35.23;4700.987324;7944.668578
8.65;46.63;15923.6;68869.57001
5.62;45.64;10126.08778;28454.30667
6.3;28.57;7105.759863;22383.14357
2.18;78.94;6793.809303;7405.25214
2.49;32.04;3149.572365;3921.217595
8.59;15.47;5246.180324;22532.34449
1.3;86.99;4464.495812;2901.922278
1.75;10.66;736.4698804;644.4111454
5.38;37.08;7875.565319;21185.27071
2.68;53.81;5693.214185;7628.907009
3.22;45.62;5799.237424;9336.772252
3.77;10.18;1515.126398;2856.01326
3.69;54.83;7987.380041;14736.71618
6.51;88.31;22696.06727;73875.69897
2.11;68;5664.363358;5975.903343
3.63;63.33;9075.610518;16472.23309
2.7;85.54;9117.856373;12309.1061
6.68;13.28;3502.146217;11697.16836
7.52;46.89;13920.59537;52341.4386
4.61;35.8;6515.439085;15018.08709
6.67;33.82;8905.517756;29699.90172
8.9;49.01;17220.0515;76629.22916
4.24;25.89;4333.688023;9187.418608
1.24;65.57;3209.863804;1990.115559
8.82;83.94;29227.87806;128894.9422
4.98;56.91;11188.64939;27859.73699
1.88;12.8;950.0086412;893.0081228
2.72;66.27;7116.158478;9677.97553
7.68;83.13;25204.53777;96785.42504
6.37;79.87;20085.50953;63972.34786
7.37;19.88;5784.204042;21314.7919
